@RELATION EMG
@ATTRIBUTE Sinal1 REAL
@ATTRIBUTE Sinal2 REAL
@ATTRIBUTE Sinal3 REAL
@ATTRIBUTE Sinal4 REAL
@ATTRIBUTE Sinal5 REAL
@ATTRIBUTE Sinal6 REAL
@ATTRIBUTE Sinal7 REAL
@ATTRIBUTE Sinal8 REAL
@ATTRIBUTE Sinal9 REAL
@ATTRIBUTE Sinal10 REAL
@ATTRIBUTE Sinal11 REAL
@ATTRIBUTE Sinal12 REAL
@ATTRIBUTE Sinal13 REAL
@ATTRIBUTE Sinal14 REAL
@ATTRIBUTE Sinal15 REAL
@ATTRIBUTE Sinal16 REAL
@ATTRIBUTE Sinal17 REAL
@ATTRIBUTE Sinal18 REAL
@ATTRIBUTE Sinal19 REAL
@ATTRIBUTE Sinal20 REAL
@ATTRIBUTE Sinal21 REAL
@ATTRIBUTE Sinal22 REAL
@ATTRIBUTE Sinal23 REAL
@ATTRIBUTE Sinal24 REAL
@ATTRIBUTE Sinal25 REAL
@ATTRIBUTE Sinal26 REAL
@ATTRIBUTE Sinal27 REAL
@ATTRIBUTE Sinal28 REAL
@ATTRIBUTE Sinal29 REAL
@ATTRIBUTE Sinal30 REAL
@ATTRIBUTE Sinal31 REAL
@ATTRIBUTE Sinal32 REAL
@ATTRIBUTE Sinal33 REAL
@ATTRIBUTE Sinal34 REAL
@ATTRIBUTE Sinal35 REAL
@ATTRIBUTE Sinal36 REAL
@ATTRIBUTE Sinal37 REAL
@ATTRIBUTE Sinal38 REAL
@ATTRIBUTE Sinal39 REAL
@ATTRIBUTE Sinal40 REAL
@ATTRIBUTE Sinal41 REAL
@ATTRIBUTE Sinal42 REAL
@ATTRIBUTE Sinal43 REAL
@ATTRIBUTE Sinal44 REAL
@ATTRIBUTE Sinal45 REAL
@ATTRIBUTE Sinal46 REAL
@ATTRIBUTE Sinal47 REAL
@ATTRIBUTE Sinal48 REAL
@ATTRIBUTE Sinal49 REAL
@ATTRIBUTE Sinal50 REAL
@ATTRIBUTE Sinal51 REAL
@ATTRIBUTE Sinal52 REAL
@ATTRIBUTE Sinal53 REAL
@ATTRIBUTE Sinal54 REAL
@ATTRIBUTE Sinal55 REAL
@ATTRIBUTE Sinal56 REAL
@ATTRIBUTE Sinal57 REAL
@ATTRIBUTE Sinal58 REAL
@ATTRIBUTE Sinal59 REAL
@ATTRIBUTE Sinal60 REAL
@ATTRIBUTE Sinal61 REAL
@ATTRIBUTE Sinal62 REAL
@ATTRIBUTE Sinal63 REAL
@ATTRIBUTE Sinal64 REAL
@ATTRIBUTE Sinal65 REAL
@ATTRIBUTE Sinal66 REAL
@ATTRIBUTE Sinal67 REAL
@ATTRIBUTE Sinal68 REAL
@ATTRIBUTE Sinal69 REAL
@ATTRIBUTE Sinal70 REAL
@ATTRIBUTE Sinal71 REAL
@ATTRIBUTE Sinal72 REAL
@ATTRIBUTE Sinal73 REAL
@ATTRIBUTE Sinal74 REAL
@ATTRIBUTE Sinal75 REAL

@ATTRIBUTE class {A,E,I,O,U}
@DATA
512,513,510,512,513,509,510,512,512,514,512,514,507,505,500,504,510,514,518,516,513,522,518,504,505,510,510,504,502,500,504,508,510,515,506,510,513,518,524,522,516,506,509,508,500,499,501,507,510,512,513,520,522,520,514,509,507,508,512,511,512,514,514,512,508,506,510,514,508,505,505,504,504,511,512,A
505,508,510,515,510,505,509,514,511,515,514,514,513,509,511,515,510,510,510,508,506,500,505,512,516,510,507,505,508,510,510,513,516,513,510,513,513,513,508,511,511,507,505,504,505,510,512,507,508,512,514,514,513,515,521,520,515,507,506,505,504,498,502,507,513,514,512,515,519,519,518,512,508,505,505,A
508,510,510,512,510,508,508,505,508,522,519,515,520,516,512,505,499,500,504,506,507,510,509,505,505,507,510,512,508,510,515,515,512,514,520,521,519,507,508,508,507,505,505,510,512,511,510,508,509,512,512,510,516,518,513,512,510,520,515,514,505,512,515,516,509,509,504,505,502,504,510,513,508,504,508,A
502,511,512,516,514,519,511,510,510,516,514,518,514,512,504,510,509,508,510,512,506,508,510,508,510,511,517,513,512,507,508,507,512,510,516,518,516,512,510,506,507,506,506,510,513,516,514,509,508,507,508,510,510,509,510,514,513,511,512,513,508,509,518,514,514,507,521,514,504,502,508,506,504,502,509,A
513,510,510,514,515,511,512,512,512,513,512,514,519,514,512,510,512,510,504,504,506,508,512,512,512,512,505,508,510,515,512,507,512,512,513,513,514,521,513,507,502,514,516,515,506,509,509,508,512,508,508,505,505,508,506,504,504,510,508,509,508,505,512,516,513,513,512,518,531,519,510,508,508,510,507,A
510,510,512,512,507,505,508,509,511,510,512,515,514,506,505,504,508,510,513,514,516,515,514,508,500,502,506,513,513,512,513,515,521,521,514,509,513,512,513,511,504,504,508,508,510,512,513,514,513,508,510,508,510,509,507,508,504,502,511,513,515,512,512,505,507,505,515,506,502,507,508,509,506,514,518,A
518,513,513,516,515,508,508,512,515,512,507,509,505,506,510,514,512,508,508,515,511,510,510,510,509,509,510,508,506,506,504,507,512,515,518,520,518,511,512,510,512,508,505,503,508,508,509,512,512,508,510,512,516,518,513,521,515,512,508,504,501,506,516,508,509,505,505,510,512,513,506,512,511,515,520,A
513,513,513,505,504,504,509,512,512,515,520,515,506,506,507,505,506,510,511,512,511,512,512,506,504,513,514,513,520,521,520,512,508,506,506,504,502,509,510,508,506,516,515,513,510,508,506,512,514,510,504,510,508,510,508,511,512,510,508,508,510,515,512,512,513,513,506,499,509,518,518,515,515,512,510,A
508,510,513,509,506,507,514,520,512,511,522,514,506,508,509,506,506,505,508,506,505,508,510,515,513,511,513,514,508,502,508,514,508,510,512,516,514,512,514,516,512,510,512,508,509,512,512,512,512,509,510,512,508,504,509,508,512,515,520,516,516,515,512,504,508,505,504,508,510,508,510,510,510,512,512,A
509,507,510,511,509,510,515,517,515,516,518,516,512,510,508,512,504,505,500,504,502,510,510,512,512,510,511,508,510,512,509,513,512,513,510,504,508,510,510,508,512,511,511,512,512,510,504,502,507,512,513,513,518,519,516,515,512,502,501,510,508,505,508,515,516,510,512,515,515,511,506,507,512,515,515,A
515,515,512,515,511,504,508,518,517,510,507,508,507,504,505,508,509,510,509,516,512,507,509,509,507,506,505,509,512,516,515,512,517,515,512,508,508,506,508,513,509,509,508,508,508,508,508,513,515,511,510,515,515,513,510,510,513,514,508,508,514,515,511,504,508,510,513,515,516,512,512,510,512,506,504,A
506,509,510,510,510,508,511,508,507,505,514,522,526,526,510,504,502,504,514,513,510,510,507,502,497,502,505,508,512,516,514,517,514,513,510,513,511,510,508,509,512,510,512,514,514,510,510,507,506,504,506,509,514,508,512,510,510,514,515,511,514,514,505,504,510,508,508,508,509,513,504,505,510,510,512,A
513,512,512,510,512,511,515,510,511,512,512,510,511,514,513,515,512,512,512,513,507,512,513,512,514,511,514,510,512,514,504,508,510,512,519,513,509,512,510,513,506,508,506,510,513,510,507,512,513,514,505,505,508,509,517,512,513,512,505,511,512,514,514,512,508,506,510,508,505,510,508,508,506,507,520,A
520,519,516,513,514,508,505,502,507,515,512,515,510,516,511,507,510,513,523,510,504,504,504,512,507,506,508,506,507,507,513,510,512,510,502,505,504,512,513,510,508,507,513,515,513,512,514,515,516,511,515,512,512,510,504,504,504,505,508,510,509,506,512,514,514,519,517,514,509,505,511,507,504,507,507,A
