@RELATION EMG
@ATTRIBUTE Sinal1 REAL
@ATTRIBUTE Sinal2 REAL
@ATTRIBUTE Sinal3 REAL
@ATTRIBUTE Sinal4 REAL
@ATTRIBUTE Sinal5 REAL
@ATTRIBUTE Sinal6 REAL
@ATTRIBUTE Sinal7 REAL
@ATTRIBUTE Sinal8 REAL
@ATTRIBUTE Sinal9 REAL
@ATTRIBUTE Sinal10 REAL
@ATTRIBUTE Sinal11 REAL
@ATTRIBUTE Sinal12 REAL
@ATTRIBUTE Sinal13 REAL
@ATTRIBUTE Sinal14 REAL
@ATTRIBUTE Sinal15 REAL
@ATTRIBUTE Sinal16 REAL
@ATTRIBUTE Sinal17 REAL
@ATTRIBUTE Sinal18 REAL
@ATTRIBUTE Sinal19 REAL
@ATTRIBUTE Sinal20 REAL
@ATTRIBUTE Sinal21 REAL
@ATTRIBUTE Sinal22 REAL
@ATTRIBUTE Sinal23 REAL
@ATTRIBUTE Sinal24 REAL
@ATTRIBUTE Sinal25 REAL
@ATTRIBUTE Sinal26 REAL
@ATTRIBUTE Sinal27 REAL
@ATTRIBUTE Sinal28 REAL
@ATTRIBUTE Sinal29 REAL
@ATTRIBUTE Sinal30 REAL
@ATTRIBUTE Sinal31 REAL
@ATTRIBUTE Sinal32 REAL
@ATTRIBUTE Sinal33 REAL
@ATTRIBUTE Sinal34 REAL
@ATTRIBUTE Sinal35 REAL
@ATTRIBUTE Sinal36 REAL
@ATTRIBUTE Sinal37 REAL
@ATTRIBUTE Sinal38 REAL
@ATTRIBUTE Sinal39 REAL
@ATTRIBUTE Sinal40 REAL
@ATTRIBUTE Sinal41 REAL
@ATTRIBUTE Sinal42 REAL
@ATTRIBUTE Sinal43 REAL
@ATTRIBUTE Sinal44 REAL
@ATTRIBUTE Sinal45 REAL
@ATTRIBUTE Sinal46 REAL
@ATTRIBUTE Sinal47 REAL
@ATTRIBUTE Sinal48 REAL
@ATTRIBUTE Sinal49 REAL
@ATTRIBUTE Sinal50 REAL
@ATTRIBUTE Sinal51 REAL
@ATTRIBUTE Sinal52 REAL
@ATTRIBUTE Sinal53 REAL
@ATTRIBUTE Sinal54 REAL
@ATTRIBUTE Sinal55 REAL
@ATTRIBUTE Sinal56 REAL
@ATTRIBUTE Sinal57 REAL
@ATTRIBUTE Sinal58 REAL
@ATTRIBUTE Sinal59 REAL
@ATTRIBUTE Sinal60 REAL
@ATTRIBUTE Sinal61 REAL
@ATTRIBUTE Sinal62 REAL
@ATTRIBUTE Sinal63 REAL
@ATTRIBUTE Sinal64 REAL
@ATTRIBUTE Sinal65 REAL
@ATTRIBUTE Sinal66 REAL
@ATTRIBUTE Sinal67 REAL
@ATTRIBUTE Sinal68 REAL
@ATTRIBUTE Sinal69 REAL
@ATTRIBUTE Sinal70 REAL
@ATTRIBUTE Sinal71 REAL
@ATTRIBUTE Sinal72 REAL
@ATTRIBUTE Sinal73 REAL
@ATTRIBUTE Sinal74 REAL
@ATTRIBUTE Sinal75 REAL

@ATTRIBUTE class {A,E,I,O,U}
@DATA
512,513,515,509,508,508,514,513,515,510,508,513,515,516,523,514,506,505,505,514,513,510,513,513,514,504,508,506,510,510,510,510,508,507,507,508,512,514,512,520,517,512,512,512,507,508,506,515,512,508,510,512,507,512,518,514,512,507,502,512,517,513,516,517,513,510,505,499,505,509,502,502,504,504,515,A
522,526,522,513,506,513,515,509,511,510,507,508,507,512,508,512,515,513,505,504,501,512,515,511,513,518,514,512,507,505,510,512,510,509,512,514,513,516,511,510,512,510,509,514,511,504,510,510,513,520,513,504,507,508,504,511,510,508,515,510,512,514,515,510,510,510,508,519,519,516,512,512,510,509,512,A
506,507,504,498,502,506,505,518,518,504,507,505,509,520,521,514,516,521,515,512,510,506,510,512,510,514,516,515,503,504,508,513,518,512,502,502,502,503,512,515,513,514,515,508,510,512,512,510,510,504,506,512,513,515,518,510,514,513,512,514,512,507,506,509,506,508,510,508,507,512,512,505,510,516,516,A
514,515,512,521,520,512,508,507,498,502,507,508,516,518,517,512,504,506,508,505,516,515,512,514,512,506,507,514,512,509,504,512,519,512,508,509,510,510,504,505,510,509,508,513,514,517,516,513,512,508,504,504,507,515,521,514,512,507,504,507,512,513,520,516,516,518,506,510,506,505,504,506,510,514,518,A
521,518,514,514,507,505,510,508,508,508,512,516,513,512,512,510,514,511,508,512,510,510,508,506,508,508,508,514,509,506,512,508,506,512,507,512,515,508,518,518,514,513,505,508,512,509,510,508,505,515,514,514,510,513,505,506,502,505,517,513,514,515,511,511,508,502,510,508,513,520,519,518,514,508,512,A
514,504,510,515,513,509,505,508,504,504,511,515,504,508,510,504,507,506,514,516,514,512,513,516,518,513,507,509,511,504,512,508,509,513,512,518,520,512,517,512,502,505,505,504,515,516,513,519,512,504,509,512,504,512,510,508,516,516,513,514,514,508,505,506,498,506,512,507,513,524,518,514,515,517,512,A
510,512,508,504,506,508,507,506,515,511,511,515,513,514,512,515,508,504,514,515,509,512,516,513,510,505,507,504,504,512,517,519,514,508,512,506,508,515,516,510,510,508,510,508,506,509,513,508,505,512,514,512,509,510,515,515,506,510,511,512,509,509,512,512,512,508,505,510,508,509,509,512,513,514,515,A
513,513,514,510,512,510,506,508,513,513,512,513,516,513,511,506,512,512,510,509,515,512,514,508,506,510,511,508,510,510,508,506,503,512,516,512,512,515,515,510,510,514,515,510,505,512,516,514,508,504,508,505,508,513,510,509,512,516,514,513,512,510,513,512,507,514,517,513,508,504,512,510,507,511,516,A
519,518,518,518,514,510,502,503,504,510,513,515,505,507,512,519,520,518,514,513,513,512,514,519,514,510,518,515,510,505,505,506,504,500,504,505,508,510,512,514,506,505,512,515,510,510,514,513,512,504,505,506,514,514,509,512,512,512,511,512,507,503,512,510,512,512,518,513,509,507,508,513,512,513,507,A
512,511,504,510,515,514,514,513,510,505,504,504,504,514,512,510,514,512,513,510,509,513,512,508,510,516,516,510,508,508,504,500,506,515,517,519,513,514,517,515,515,511,506,501,510,513,510,511,506,513,510,508,508,516,513,510,508,513,512,515,515,512,514,511,507,509,502,507,510,510,512,513,515,515,508,A
510,510,510,512,512,519,516,510,507,509,507,504,504,508,510,516,519,516,514,512,508,501,516,513,516,506,502,507,513,516,516,513,514,511,515,518,508,505,502,508,509,504,508,512,511,508,515,513,508,506,508,507,510,512,516,513,513,513,510,512,514,520,512,512,515,512,508,505,508,505,512,512,515,511,508,A
512,510,505,511,514,506,511,510,507,505,505,510,515,512,515,515,517,515,511,512,509,510,512,512,516,517,513,504,504,508,508,512,512,515,512,510,515,513,512,513,515,513,506,504,505,504,504,509,518,512,510,512,513,519,519,519,516,513,513,507,510,508,504,504,501,509,510,508,508,507,510,510,512,513,516,A
515,518,518,512,508,511,514,514,514,515,515,506,501,502,500,502,506,515,515,514,516,511,511,513,512,510,512,512,516,513,509,506,500,508,512,512,511,510,510,513,513,509,508,511,513,515,515,513,510,506,512,509,510,508,502,499,508,514,517,515,515,514,513,505,502,507,506,510,513,512,512,513,513,510,513,A
512,510,509,508,512,516,513,507,511,504,508,508,508,513,513,514,512,509,512,514,512,518,514,510,508,510,512,510,506,506,512,511,511,511,513,510,505,510,514,512,514,518,515,509,505,504,504,504,515,514,514,511,510,508,512,508,508,518,520,515,515,512,506,505,504,517,513,513,512,513,512,506,506,513,513,A
513,515,512,510,502,504,506,504,505,502,513,512,510,514,516,518,513,512,514,510,512,512,515,515,508,510,510,508,510,509,514,518,518,510,506,505,505,504,510,515,512,509,510,512,510,512,510,511,508,508,512,515,514,509,512,510,506,506,511,513,511,509,508,506,506,507,513,519,513,513,509,510,510,507,510,A
518,520,516,508,510,509,510,510,505,509,511,512,509,508,513,518,515,508,508,508,510,506,510,517,519,516,512,505,505,505,510,512,513,515,515,512,509,510,508,510,511,512,512,515,508,508,510,508,508,509,508,507,508,512,508,510,513,515,514,514,512,507,510,512,516,518,512,510,508,508,508,507,504,508,508,A
508,510,509,514,512,510,513,513,512,512,513,520,518,512,508,504,510,514,513,512,508,512,510,504,507,511,511,512,507,505,511,510,514,517,515,512,513,508,504,510,512,510,512,508,508,508,510,513,513,512,504,502,508,514,517,517,514,510,510,512,509,512,516,508,504,502,506,508,511,506,510,512,518,520,515,A
513,513,512,507,499,504,512,514,512,508,513,512,508,505,506,510,518,514,513,512,512,508,506,510,504,508,510,508,511,508,515,512,511,510,515,516,512,515,509,509,510,511,508,511,510,510,508,510,510,512,506,514,520,515,513,511,515,514,515,508,507,509,506,503,508,510,515,513,512,506,506,508,511,508,509,A
509,513,511,516,514,515,511,504,504,513,513,512,513,513,517,514,508,510,508,512,508,510,510,512,512,512,510,508,512,511,510,510,508,514,515,513,510,512,510,504,504,508,516,512,514,512,513,508,508,508,513,509,506,508,510,512,513,511,514,512,512,511,507,509,507,510,510,510,510,515,515,512,517,515,512,A
509,508,513,512,513,509,508,508,506,510,510,514,514,516,513,513,514,515,511,508,510,504,507,512,513,511,508,510,508,508,510,510,514,512,516,513,508,509,509,512,512,514,514,516,508,510,510,512,513,508,512,515,513,514,510,510,511,512,505,504,504,508,508,505,508,512,512,512,517,515,514,515,510,512,510,A
511,506,510,511,513,515,510,508,509,517,518,514,508,505,505,505,510,514,514,513,508,508,511,507,502,504,508,514,516,522,517,516,513,508,502,505,510,510,511,512,512,513,515,506,513,512,512,507,508,508,512,517,512,510,510,514,516,514,513,513,514,510,509,505,502,505,516,515,512,504,510,511,515,516,513,A
511,508,510,510,510,507,506,509,512,519,512,510,514,518,513,512,513,512,510,509,512,508,511,512,512,512,511,512,515,512,512,513,515,515,510,513,513,515,514,508,506,510,513,512,510,512,513,515,518,513,520,515,518,515,509,508,510,514,508,508,508,512,514,512,510,508,507,510,505,501,507,507,511,512,510,A
