@RELATION EMG
@ATTRIBUTE Sinal1 REAL
@ATTRIBUTE Sinal2 REAL
@ATTRIBUTE Sinal3 REAL
@ATTRIBUTE Sinal4 REAL
@ATTRIBUTE Sinal5 REAL
@ATTRIBUTE Sinal6 REAL
@ATTRIBUTE Sinal7 REAL
@ATTRIBUTE Sinal8 REAL
@ATTRIBUTE Sinal9 REAL
@ATTRIBUTE Sinal10 REAL
@ATTRIBUTE Sinal11 REAL
@ATTRIBUTE Sinal12 REAL
@ATTRIBUTE Sinal13 REAL
@ATTRIBUTE Sinal14 REAL
@ATTRIBUTE Sinal15 REAL
@ATTRIBUTE Sinal16 REAL
@ATTRIBUTE Sinal17 REAL
@ATTRIBUTE Sinal18 REAL
@ATTRIBUTE Sinal19 REAL
@ATTRIBUTE Sinal20 REAL
@ATTRIBUTE Sinal21 REAL
@ATTRIBUTE Sinal22 REAL
@ATTRIBUTE Sinal23 REAL
@ATTRIBUTE Sinal24 REAL
@ATTRIBUTE Sinal25 REAL
@ATTRIBUTE Sinal26 REAL
@ATTRIBUTE Sinal27 REAL
@ATTRIBUTE Sinal28 REAL
@ATTRIBUTE Sinal29 REAL
@ATTRIBUTE Sinal30 REAL
@ATTRIBUTE Sinal31 REAL
@ATTRIBUTE Sinal32 REAL
@ATTRIBUTE Sinal33 REAL
@ATTRIBUTE Sinal34 REAL
@ATTRIBUTE Sinal35 REAL
@ATTRIBUTE Sinal36 REAL
@ATTRIBUTE Sinal37 REAL
@ATTRIBUTE Sinal38 REAL
@ATTRIBUTE Sinal39 REAL
@ATTRIBUTE Sinal40 REAL
@ATTRIBUTE Sinal41 REAL
@ATTRIBUTE Sinal42 REAL
@ATTRIBUTE Sinal43 REAL
@ATTRIBUTE Sinal44 REAL
@ATTRIBUTE Sinal45 REAL
@ATTRIBUTE Sinal46 REAL
@ATTRIBUTE Sinal47 REAL
@ATTRIBUTE Sinal48 REAL
@ATTRIBUTE Sinal49 REAL
@ATTRIBUTE Sinal50 REAL
@ATTRIBUTE Sinal51 REAL
@ATTRIBUTE Sinal52 REAL
@ATTRIBUTE Sinal53 REAL
@ATTRIBUTE Sinal54 REAL
@ATTRIBUTE Sinal55 REAL
@ATTRIBUTE Sinal56 REAL
@ATTRIBUTE Sinal57 REAL
@ATTRIBUTE Sinal58 REAL
@ATTRIBUTE Sinal59 REAL
@ATTRIBUTE Sinal60 REAL
@ATTRIBUTE Sinal61 REAL
@ATTRIBUTE Sinal62 REAL
@ATTRIBUTE Sinal63 REAL
@ATTRIBUTE Sinal64 REAL
@ATTRIBUTE Sinal65 REAL
@ATTRIBUTE Sinal66 REAL
@ATTRIBUTE Sinal67 REAL
@ATTRIBUTE Sinal68 REAL
@ATTRIBUTE Sinal69 REAL
@ATTRIBUTE Sinal70 REAL
@ATTRIBUTE Sinal71 REAL
@ATTRIBUTE Sinal72 REAL
@ATTRIBUTE Sinal73 REAL
@ATTRIBUTE Sinal74 REAL
@ATTRIBUTE Sinal75 REAL

@ATTRIBUTE class {A,E,I,O,U}
@DATA
510,507,507,504,508,506,514,511,512,508,504,504,509,512,513,510,510,510,513,512,514,514,515,513,514,522,520,516,516,488,499,508,508,504,510,512,510,509,507,510,512,508,510,510,508,509,510,511,514,515,512,508,512,510,512,510,512,508,512,506,512,512,514,508,507,508,510,510,513,511,513,505,507,508,514,O
510,513,513,510,512,515,518,512,508,505,508,514,512,508,510,511,512,512,513,508,506,510,510,512,515,511,512,512,510,509,504,506,513,515,515,518,516,514,510,510,508,506,508,508,508,510,508,508,510,508,512,510,510,506,516,519,513,509,508,504,513,515,514,507,510,507,509,508,510,510,512,510,513,507,513,O
518,516,512,508,505,504,506,512,512,509,504,508,505,514,513,515,514,518,512,513,510,509,508,508,512,506,504,502,508,511,519,524,513,515,507,506,508,504,506,510,510,516,512,510,506,512,514,515,512,510,508,505,508,510,512,518,514,511,512,506,507,509,510,518,507,511,510,510,517,515,512,512,499,501,506,O
516,512,504,508,513,510,510,506,510,508,515,515,513,510,513,510,513,506,507,510,515,513,512,507,512,513,511,512,505,506,508,505,512,513,516,513,510,513,513,512,511,505,508,508,512,504,500,509,513,519,513,510,517,511,510,508,508,502,500,502,512,512,516,510,510,512,510,510,514,510,512,510,514,513,508,O
504,510,510,509,507,512,509,508,504,502,508,510,510,514,511,517,509,512,513,513,508,506,505,510,508,514,510,512,512,515,510,511,508,514,509,512,507,508,506,510,516,515,510,505,505,512,504,510,512,508,508,512,512,512,512,508,500,508,508,512,512,512,514,514,515,514,506,511,516,515,510,513,508,510,504,O
504,499,504,506,518,518,516,515,512,510,510,505,509,511,515,513,514,510,508,508,507,507,510,510,512,511,516,512,512,506,510,511,512,505,508,506,510,513,513,507,511,513,516,503,509,512,513,506,508,513,510,507,506,509,506,505,508,506,513,512,520,518,512,508,510,510,514,510,508,508,512,508,508,508,513,O
513,513,508,511,509,506,506,509,514,514,516,511,507,504,499,506,508,518,518,516,512,511,512,508,510,510,508,515,512,514,509,510,506,505,514,509,509,510,511,514,503,510,510,513,515,513,513,511,508,507,508,513,510,516,513,509,505,504,505,510,510,512,509,508,509,510,510,511,511,513,507,511,508,512,507,O
512,510,513,512,513,509,516,512,504,506,512,512,512,510,512,510,513,507,510,507,506,506,512,513,513,513,510,514,511,505,508,508,510,512,519,515,506,498,502,508,518,512,516,510,507,506,510,507,510,507,512,513,513,515,512,507,512,518,513,509,510,508,513,509,513,507,508,510,513,509,509,505,511,510,516,O
512,505,506,510,515,514,511,508,507,512,509,511,510,513,517,510,501,510,510,512,508,510,505,509,511,514,510,506,506,510,510,520,515,514,508,511,508,514,508,509,508,512,508,509,509,512,509,510,513,513,510,508,510,514,512,507,504,507,512,516,516,513,508,504,503,510,511,513,508,510,510,512,512,511,510,O
512,508,507,505,507,515,518,518,515,506,506,506,508,503,512,508,510,512,512,510,514,508,505,504,507,512,515,512,512,511,513,512,510,508,512,508,510,510,512,510,512,512,510,508,510,510,510,510,510,513,514,513,510,508,511,510,514,511,513,508,511,512,510,505,508,508,508,504,512,515,519,511,508,504,510,O
512,512,508,512,508,510,512,512,513,510,508,511,510,512,510,512,510,511,512,510,506,512,508,512,518,520,510,512,509,511,504,508,508,514,510,510,506,513,508,507,504,508,508,514,512,512,509,513,510,516,512,512,512,513,508,509,508,514,511,508,507,512,510,513,509,510,513,514,507,506,506,507,500,506,513,O
517,519,523,510,504,501,512,514,515,513,512,510,510,508,512,508,508,506,512,508,513,508,510,510,507,508,511,511,515,512,513,513,513,510,506,504,514,509,511,508,516,516,516,505,510,509,509,510,512,512,512,508,510,505,508,515,518,508,510,512,508,510,512,507,510,508,510,510,510,508,510,507,514,517,510,O
513,513,508,512,511,510,508,510,506,511,512,508,510,506,508,513,514,513,511,512,512,513,513,514,512,508,504,503,499,506,513,515,512,509,506,507,509,513,506,505,508,517,520,519,515,512,505,510,512,516,510,512,508,514,508,505,508,510,507,504,504,510,512,515,515,512,505,505,509,512,509,513,506,508,506,O
506,507,507,507,514,517,511,508,508,508,510,504,505,513,512,510,515,512,508,512,515,512,515,512,510,513,510,508,514,513,514,507,505,507,512,508,510,511,508,510,518,512,515,508,512,514,508,507,505,504,516,520,519,507,511,505,508,512,512,505,504,502,510,512,515,510,512,508,507,506,510,511,512,510,513,O
511,511,505,513,513,512,512,515,512,512,508,507,504,508,507,510,511,514,513,508,507,508,511,513,510,513,512,513,504,509,505,510,515,515,513,518,512,509,505,507,510,513,509,515,512,511,509,511,510,515,510,510,504,506,505,511,506,510,510,511,508,506,508,515,513,512,509,510,508,512,515,518,512,508,505,O
513,505,500,504,510,515,520,521,513,512,508,507,513,507,508,508,509,508,513,513,510,512,512,510,510,508,508,509,512,510,510,510,507,508,508,512,516,512,512,512,508,507,508,509,511,513,515,512,510,513,512,507,505,505,508,509,510,512,512,508,516,516,518,514,507,502,507,510,511,510,514,511,510,511,508,O
506,509,512,515,513,509,506,512,513,512,512,508,508,508,507,514,514,518,512,514,510,510,507,508,510,512,508,510,508,510,510,510,511,508,504,508,510,513,510,510,509,513,512,516,513,508,502,504,508,514,514,515,513,512,505,508,512,515,513,514,505,508,511,510,508,512,509,513,512,512,510,508,505,507,512,O
518,513,514,509,506,505,512,512,512,507,508,507,512,512,512,509,510,508,515,514,514,510,512,510,508,508,512,511,510,509,510,511,516,514,513,510,510,507,510,510,514,508,508,508,506,512,512,509,512,514,513,506,504,507,516,516,518,510,507,507,512,508,510,504,508,516,516,513,513,512,521,511,510,505,508,O
505,510,510,509,506,507,510,517,518,515,507,510,504,510,513,515,512,508,512,508,505,509,508,508,510,512,512,512,513,510,508,510,508,507,508,513,512,511,504,508,518,516,510,510,507,510,512,510,510,509,512,516,508,510,512,512,510,508,507,513,510,513,512,514,515,517,506,498,499,504,512,513,513,513,509,O
513,508,510,510,508,510,513,512,515,508,508,508,510,508,512,513,512,513,515,504,507,510,514,509,506,507,512,513,517,513,508,503,512,516,518,512,508,505,505,509,517,519,513,505,506,508,512,515,512,504,507,504,510,515,516,515,514,508,511,513,513,505,505,505,511,510,515,513,514,515,513,505,504,509,515,O
513,511,506,510,507,509,512,516,513,508,508,509,510,512,508,508,509,505,508,514,519,513,509,504,508,513,510,507,512,513,507,504,504,509,512,516,515,512,510,514,512,508,508,508,508,508,514,513,511,513,515,512,505,508,515,515,508,508,504,512,512,513,506,508,508,512,504,506,507,506,504,512,518,521,508,O
515,512,513,513,515,508,506,504,509,515,510,506,510,512,515,508,505,506,513,512,518,513,509,500,506,511,518,512,510,506,508,506,504,506,512,511,517,518,516,510,514,515,511,506,509,513,510,506,508,508,510,509,512,514,513,513,512,506,505,503,510,510,514,516,512,508,509,508,509,506,510,508,512,516,520,O
517,515,510,510,504,508,510,515,510,506,505,508,508,512,512,512,510,513,508,506,508,512,513,515,512,514,512,516,511,504,500,508,514,515,508,507,504,509,514,519,514,513,511,506,504,512,513,515,512,513,508,509,512,516,515,512,507,508,507,512,504,505,510,512,513,517,510,506,507,514,511,510,508,507,502,O
504,504,510,514,516,516,513,512,512,508,511,515,515,516,514,508,510,506,512,508,506,505,508,510,511,510,512,515,515,512,512,512,513,510,507,506,509,508,514,508,512,510,515,512,512,510,513,509,506,508,513,515,513,512,509,513,510,508,510,509,506,503,513,512,514,511,513,511,513,507,504,504,508,510,515,O
507,507,512,518,514,512,509,506,508,508,508,512,508,511,516,515,512,510,510,509,506,510,508,512,514,518,514,511,504,506,510,510,508,509,512,512,511,512,509,512,508,511,510,514,512,514,515,510,509,510,511,513,510,508,505,514,513,510,510,508,508,508,513,512,512,510,510,514,510,508,510,512,511,513,512,O
508,504,505,504,511,513,512,512,513,513,510,513,513,510,510,508,507,506,510,512,508,508,510,513,516,512,513,508,506,508,508,510,513,512,518,516,515,509,508,510,508,510,512,509,510,510,514,510,513,510,506,504,504,500,504,506,516,516,515,511,509,508,508,505,512,512,512,502,508,507,511,508,508,509,508,O
510,510,512,513,510,512,512,510,510,512,508,509,509,514,517,514,506,511,512,508,507,508,508,515,522,515,509,508,504,508,510,513,512,512,505,510,509,508,511,509,512,512,509,514,513,514,505,506,506,508,509,514,515,512,511,510,510,509,505,504,510,510,514,511,506,504,505,518,515,512,510,510,508,515,511,O
509,507,510,508,512,514,516,510,512,511,508,512,513,506,504,504,508,508,507,508,512,513,513,512,513,508,512,513,515,512,512,510,510,506,511,512,511,506,505,509,514,512,505,506,513,512,510,508,506,512,516,515,516,513,505,510,512,512,512,512,509,510,512,508,505,509,513,511,512,508,513,512,511,506,508,O
505,508,508,512,512,513,513,510,506,510,506,508,512,512,508,512,506,506,510,513,513,512,507,510,514,516,512,513,510,514,513,513,510,508,510,500,500,500,508,518,520,519,510,508,507,510,508,510,510,505,507,514,513,514,510,516,512,513,510,513,510,510,511,513,512,518,510,508,502,508,508,512,509,509,509,O
514,516,511,512,512,510,506,505,505,504,507,510,512,513,510,510,509,510,513,513,515,507,510,512,512,510,509,502,510,515,512,513,515,507,509,508,511,510,512,511,512,511,515,512,515,509,505,508,510,508,512,513,510,510,508,507,508,510,515,513,512,512,508,505,511,512,512,513,513,510,510,508,510,508,510,O
512,510,507,510,508,508,514,512,510,515,509,510,512,513,513,516,512,512,512,510,505,509,506,510,511,510,510,512,511,513,514,512,512,510,511,509,507,510,517,510,510,512,508,510,508,508,510,507,509,513,508,512,515,511,508,518,514,512,509,512,510,508,510,512,508,512,506,508,510,512,509,512,508,509,504,O
505,510,512,512,516,515,514,514,509,509,505,504,514,510,513,518,513,514,512,504,509,508,510,509,508,506,510,508,511,510,512,509,508,507,512,509,512,510,510,511,512,511,514,512,513,504,506,509,508,508,512,512,512,508,511,515,516,512,512,507,510,510,509,510,510,507,508,507,508,505,512,514,512,512,513,O
508,515,514,513,508,512,511,512,509,513,516,514,512,508,509,512,506,512,509,508,506,506,509,512,513,516,512,513,504,507,511,508,510,504,507,509,513,518,519,516,512,507,505,500,508,515,520,517,511,508,505,505,508,504,509,515,518,515,504,504,507,513,508,504,502,513,517,524,512,510,506,512,510,511,514,O
507,512,519,518,509,508,513,515,518,522,526,524,518,508,497,494,499,502,512,508,508,508,505,505,510,514,508,504,509,515,516,516,519,514,512,508,513,512,512,510,508,508,513,514,515,513,507,506,509,506,514,512,510,512,505,513,511,508,511,506,512,506,501,510,506,511,508,505,517,513,520,517,518,517,510,O
512,507,504,499,504,512,512,515,517,510,513,508,512,520,514,516,510,510,512,508,504,504,512,510,508,508,512,507,508,511,511,511,508,512,510,512,519,519,517,512,510,507,506,510,508,514,508,508,512,508,513,507,510,507,508,512,512,513,513,511,515,520,523,516,501,502,504,503,501,504,505,510,522,522,513,O
510,508,510,510,511,508,505,504,509,512,513,509,518,519,518,519,511,503,502,510,512,508,508,506,513,521,516,505,508,508,512,514,518,516,512,504,504,510,513,512,508,504,510,505,510,519,517,515,516,517,512,510,506,504,506,513,512,504,508,508,513,519,520,518,512,508,516,515,512,508,504,504,507,518,515,O
512,513,500,504,500,499,500,508,516,513,518,515,519,515,515,513,513,518,523,517,518,512,509,511,512,504,501,501,499,505,510,502,513,513,512,508,510,512,513,510,512,510,517,516,507,504,504,516,515,510,514,516,513,515,514,523,518,512,510,508,505,507,512,512,505,502,502,503,504,502,515,512,509,515,525,O
521,506,508,515,510,506,510,511,508,502,504,510,509,514,518,518,512,512,516,516,514,510,512,514,509,501,505,508,506,508,508,515,523,519,510,508,500,502,515,516,516,509,506,513,508,508,506,508,509,511,512,506,506,515,519,516,510,504,510,510,507,503,513,528,525,517,511,507,505,500,499,510,509,498,499,O
508,505,508,516,517,515,508,510,513,506,513,518,519,510,508,516,519,507,510,515,516,512,510,515,508,502,501,510,511,509,512,516,511,512,507,514,511,508,509,506,508,508,508,510,516,520,515,519,516,515,502,507,512,512,504,512,510,523,515,504,510,515,506,505,510,508,514,515,512,517,510,508,510,516,514,O
513,504,506,515,515,506,504,506,512,512,505,510,510,502,507,507,504,502,504,509,516,523,519,512,508,504,511,512,510,516,515,510,512,518,509,512,505,504,508,512,512,507,510,509,513,510,510,515,519,518,522,518,510,505,506,505,504,504,498,496,506,508,504,513,516,520,529,524,513,512,508,505,509,505,505,O
